sample_id,smiles,split,n_heavy_atoms
zinc-0026dfb3d3158d0f,O=C(CCCNC(=O)NC1=CN=C(C2=CC=CC=C2)S1)NC1CC1,train,24
zinc-bc8ffb885f428a5f,CCOCC1CCCN(C(=O)NC2=C(C)C=C(C)C=C2C)C1,train,22
zinc-d68baa3de0cc32f1,CC1CC1NC(=O)NC1=CC=C2N=C(N3CCOCC3)SC2=C1,train,23
zinc-5a80cefaab9386ee,CC[NH+](CC)CC(C)NC(=O)NC1C=CC(C(=O)[O-])C1,train,20
zinc-f95791c267d70e04,CCCOC1=CC=C(NC(=O)C2CC(=O)N(C)C(=NC3=CC=C(C)C(C)=C3)S2)C=C1,train,30
zinc-562ac19b2462ea1c,CN(C)C(=O)SC1=CC=C(CN2C=NC([N+](=O)[O-])=C2)C=C1,train,21
zinc-4e985f98a7768dad,COC1=CC=C(NC(=O)NCC(C2=CC=CO2)N2CCC3=CC=CC=C3C2)C=C1OC,train,31
zinc-aeb895e4f85855ce,OC1=CC=CC=C1N1CC[NH+](CC2CCC[NH+]3CCCCC23)CC1,train,24
zinc-a229c78a8d83b3cd,CC1=CC=C(C(C)NC(=O)N(C)CCN(C)C2CC[NH+](C)CC2)C=C1,train,25
zinc-98fd979c8ed1bffb,O=C(NCC(=O)N1CCN(C2=CC=CC=C2O)CC1)C1CCCCC1,train,25
zinc-3f4ac2dfe183b9a6,CC1=C(C2=CC=CC=C2)SC(NC(=O)CN2C=C([N+](=O)[O-])C=N2)=N1,train,24
zinc-300e537e49109416,O=C(COC(=O)C1=CC2=CC=CC=C2C=C1O)NC1=CC=C2OCCOC2=C1,train,28
zinc-3c345ed99b34814f,COC1=CC=C(C2=NC(CN3C=C[NH+]=C3C(C)C)=C(C)O2)C(OC)=C1C,train,26
zinc-87942276295e13e1,CC1=[N+](CC2=CC=CN=C2)C(C)C(C2[NH+]=C3C=CC=CC3=[NH+]2)C1,train,23
zinc-5bb263672bd0cf60,CC1CN(CC(=O)NC2CCN(C(=O)C3=CC=CO3)CC2)CC(C)O1,train,25
zinc-24318758e52569b4,CC1=CC(OC(C)C(=O)OC2CCSC2)=CC=C1Cl,train,19
zinc-f96d935e3a54b266,CC1=C(C(=O)N2CCC3=NN=C(C4CCCC[NH+]4C)N3CC2)C(C(C)C)=NO1,train,28
zinc-e3690b28515b8ee4,O=C(C1=CN(C2=CC=CC=C2)N=C1)N(CC1=CC=CS1)CC1CCCO1,train,26
zinc-52e08b054b559c8c,COC1=CC=C(C(C)=O)C=C1CC(=O)NC(C)C1=CN(C)N=C1C,train,24
zinc-77ee7eaaf7ebbf47,CC1CN(CC2CN(C(=O)CC3=CSC=C3)CC2CO)CC(C)O1,train,24
zinc-6196f1ae34fd0660,CCOC1=CC=C(NC(=O)C=CC2=CC=C([N+](=O)[O-])C=C2)C([N+](=O)[O-])=C1,train,26
zinc-7c92789df9989764,CCC1(C2=CC=C(Cl)C=C2)NC(=O)N(CC(=O)NC2=CC=CC=C2C#N)C1=O,train,28
zinc-66198e2df1419809,CCCN(C(=O)CC(C)COC)C1CC[NH2+]C1,train,17
zinc-58a540e70671fb3d,CN1N=NC2=CC(C(=O)NCC(C)(C)C3=CC=NC=C3)=CC=C21,train,23
zinc-1e5508f49f6db8e5,COC1=CC=CC=C1CC(=O)NC(C)C1=CC=CC=C1,train,20
zinc-a97f86e8c0a69c79,CC1=CC=C(N2N=NC(C(=O)N3CC[NH+](CC(C)C)CC3)=C2C)C=C1,train,25
zinc-97b5f8f1e0aa4c41,O=C1NC2=CC=CC=C2C(=O)N1CCC1=CC=C(Cl)C=C1,train,21
zinc-e15a3da9c81b3956,O=C(C1=CC=CO1)N1N=C(C2=CC=C(O)C=C2)CC1C1=CC=CO1,train,24
zinc-53fd6934754f666c,COC1=CC=CC(C(CO)NC(=O)NC2=CC(C#N)=CC=C2Cl)=C1,train,24
zinc-aec3e5f7599e3b1a,CCOC1=CC=C(C(=O)NC2=CC=CN(C)C2=O)C=C1,train,20
zinc-b106dba10e33341f,CC=CC=CC(=O)NC1=CC(C)=C(NC(C)=O)C(C)=C1,train,20
zinc-ff9d34bf89135502,O=C1C2=C(N=CN1CC1CCCO1)N(C1=CC=CC=C1[N+](=O)[O-])N=C2,train,25
zinc-93d01333f2bb88e7,CC1=CC=CN2C(=O)C(C=NNC(=O)C3=CC=NC=C3)=C(N3CCCC3)N=C12,train,28
zinc-e9d8ecfeeb9e1246,CC1=CC=C(C2=C(O)C(=O)N(CC3=CC=C(F)C=C3)C2C2=CC=CC=C2F)C=C1,train,29
zinc-cf15f938726f93ea,CN(CCC1=CC=CC=C1)C1=NC(C2CC(=O)N(CC3=CC=CC=N3)C2)=CC(=O)N1,train,30
zinc-369c0d5cd320f6fe,O=C(COC1=CC=C(Cl)C=C1Br)N1CCC2=CC=CC=C2C1,train,22
zinc-1641f06b04801489,O=C(NCC1=CC=C2OCOC2=C1)C1=CC=CC([N-]S(=O)(=O)C2=CC=C(Cl)C(Cl)=C2)=C1,train,31
zinc-592633f1383cd590,O=C(CNC(=O)C1CC2CCC1C2)NC1=CC=C2NC(=O)NC2=C1,train,24
zinc-753c35733e7b5acf,CC1=CC=C(NC(=O)C2CCCN(C3=NN=C(N4C=CC=C4)S3)C2)C(Cl)=C1,train,27
zinc-71aa88b8370ca776,CSC1=NC(C(=O)OC(C)C2=NC3=CC=CC=C3N2)=C2C=CC=CN12,train,25
zinc-d197e8b5a82d1583,FC1=CC=C(Cl)C=C1[S-],train,9
zinc-7e093b345b982501,O=C(CCOC1=CC=CC=C1)N1CCCC(N2CCN(C3=CC=C(F)C=C3)CC2)C1,train,30
zinc-f090e5267a90a01d,CCOCC1CCCN(C(=O)C2=CC=C(N3N=C(C)C=C3C)C(F)=C2)C1,train,26
zinc-e8b417c26f2a98a3,CSC1=CC=C(Cl)C(C(=O)NC(CO)C(=O)[O-])=C1,train,18
zinc-a6a336671b6ca29e,CC1=CC=C(C(C)N(C)C(=O)NCCN2CCOCC2)C=C1,train,22
zinc-8c9aca0937690f8d,COC1=CC=CC(C2NC(=O)C(C#N)=C([S-])N2C2=CC=CC=C2C)=C1,train,25
zinc-c1c75954b96ce33a,O=C(N=C1N=NC(C2CCCC2)S1)NC1=CC=C(Cl)C=C1,train,21
zinc-548b61285bce656a,CC(C)CCNC1=NC2=C(C(=O)N(CC3=CC=CC=C3Cl)C(=O)N2C)N1C,train,27
zinc-c00b4eb938151059,O=C(C[NH+]1CCCC(C(=O)NCC(F)(F)F)C1)NC1=CC=CN=C1,train,24
zinc-1f5e70f8f7c7c147,COC(=O)C1=C(C)N=C(NC(=O)C(C)CSC)S1,train,18
zinc-c91a58fdb30e0080,CC1CCC([NH2+]CC2=CC(C(=O)[O-])=CS2)C1C,train,17
zinc-d18df5f5b6d55426,COC1=CC=CC(C(O)C2CSCCO2)=C1,train,16
zinc-681aae46cbbdcb6f,CC1=CC=C(NC(=O)CC(C)[NH2+]CCC2=CCCC2)C(C)=C1,train,22
zinc-bf466ac8b922597a,C[NH+](CC1=CC(CN2C=C[NH+]=C2)=C2C=CC=NC2=C1O)C1CCCCC1,train,26
zinc-f46c21974efd0690,CC1=NN(CC2=CC=C(C(=O)NC3CC3C)C=C2)C(C)=C1[N+](=O)[O-],train,24
zinc-43cc6afab8872979,CC1=NN=C(C2=CC=C(S(=O)(=O)NCC3=CC=CC=C3Cl)O2)O1,train,23
zinc-e806e533130069a6,CCOC(=O)C1C(=O)N(CCOC)C2=NC3=CC=CC=C3N2C1C1=CC=CC(Br)=C1,train,30
zinc-0763715902347b6f,CC(NC(N)=O)C(=O)NNC(=O)C1=CN(C2=CC=CC=C2)N=C1C1=CC=CC=C1,train,29
zinc-f05a024b9f4de0cf,COC1=CC=CC=C1C(C#N)NC(=O)C1=CC2=CC=CC(Cl)=C2O1,train,24
zinc-cb72c69a64b019c5,CC1=CC(C)=NN1C1=CN=CC(SC2=NN=C(C)N2N)=N1,train,21
zinc-72f685767e3bf959,O=C1C2=C(N=NN1CC(O)C1=CC=CC=C1F)N(C1=CC=CC=C1)N=C2,train,26
zinc-05e28e2ecba3fbde,CN(C(=O)CC1=CC=CS1)C1=CC=C(N)C=C1,train,17
zinc-f4a46428a005604e,CC1=NN(CC2=CC=CC=C2Cl)C(C)=C1NS(=O)(=O)C1=CC=C2C=CC=CC2=C1,train,29
zinc-fc287f78be24467e,CC1CCC[NH+](CCNC(=O)CC(O)C2=CC=CC(F)=C2)C1,train,22
zinc-6af2c19f9dcafc75,BrC1=CC=C(C2CC(C3=CC=CC=C3)=NC3=NC=NN32)C=C1,train,22
zinc-a39fac85686c83f2,CC(F)(F)S(=O)(=O)C1=CC([N+](=O)[O-])=CC(Br)=C1N,train,18
zinc-2e53be8b5a87c399,CC1=CC=CC(C(=O)N2CC(OCC3=CC=C(F)C=C3Cl)C2)=C1,train,23
zinc-adbfea0868b55376,CCOC1=C(Cl)C=C(Cl)C=C1C[NH2+]CC1=CC=CN=C1,train,20
zinc-d5ecb5cbf92a934d,COC1=CC(Cl)=C(NC(=O)C2=CC([N+](=O)[O-])=CC=C2N2CCC(C)CC2)C=C1OC,train,30
zinc-f478770400a02080,COCCN(CC(F)(F)F)C(=O)CN1C(=O)CSC2=CC=CC=C21,train,24
zinc-dbddd94cc652803c,O=C1COC2=CC=C(S(=O)(=O)NCCC3=CC(F)=CC4=C3OCOC4)C=C2N1,train,28
zinc-d0c3707979a29726,CNC(=O)C1CCN(C2=NC3=C(SC=C3C3=CC=CC(C)=C3)C(=O)N2)CC1,train,27
zinc-ad95395832dd148d,CC1=CC=C(C=NN2C(=O)C3=C(N=C2C)SC(C)=C3C)C=C1,train,22
zinc-4ca08a3923d6b1c4,[NH3+]CCOCC(=O)N1CCC2CCCCC2C1,train,17
zinc-053b130e280ee31b,CCCC(=O)NC1=CC=CC(NC(=O)C2=CC=CC=C2S(C)(=O)=O)=C1C,train,26
zinc-c9dd9a8e9c1494ed,CCCC1=NN2C=C3C(=O)CC(C)(C)CC3=NC2=N1,train,19
zinc-80d90c73da28d229,CCC(NC(=O)C(CC)OC1=CC=CC=C1Cl)C(=O)N1CCOCC1,train,25
zinc-fb92479468e3ed99,COC1=CC=C(CNC(=O)COC2=C(Cl)C=C(Cl)C3=CC=C(C)N=C32)C=C1OC,train,29
zinc-996c812d0e39432f,COC1=CC=C(CC(=O)NNC(=O)C2=CC=C(C(C)(C)C)C(Br)=C2)C=C1,train,26
zinc-b2475d7cef5fceb5,N#CCCN(CCC#N)C1=NC=NC(NC2=CC=CC=C2Br)=C1N,train,24
zinc-8a3c5055b6aa0b98,CC1=CC=C(C=CC(=O)NC2=C(C(=O)NC3CCS(=O)(=O)C3)C3=C(CCCC3)S2)C=C1,train,31
zinc-afe8bf93a9b946e7,CCN1CCC2(CCC1=O)CN(CC1=NC(C(=O)NC)=NO1)CC[NH+]2C,train,26
zinc-34ac66364dc5f9a6,COC1=CC=C(C2CC(=O)C3=C(C2)NC2=NC=NN2C3C2=CC=CO2)C=C1,train,27
zinc-260df44a091d933c,O=C(OC1CCCS1)C1=CC=CC=C1,train,14
zinc-692da19a94e49748,CC1=CC=C(OCCCC(=O)N2CCCC(C3=CC=NN3)C2)C=C1,train,24
zinc-8783bb7ab2fafc15,COC1=CC=C(CNC(=O)C(C)SC2=CC=C(C)C=C2)C=C1,train,22
zinc-faa5f7070fc5ca6c,COC1=CC=C(C2=NN=CC2C(=O)[O-])C=C1OC,train,18
zinc-2fff307e025f2812,COC1=CC=C2C=C(CNC(=O)NCC3=CC=CC(OC)=C3O)C=CC2=C1,train,27
zinc-0357d48c89ad592a,CC1CCC(N2CC(C(=O)NC(CO)C3=CC=CO3)CC2=O)CC1,train,24
zinc-a9868419d84b06a3,CC1=CC=C(C(=O)NCC(C)C2=CSC=C2)C=C1S(N)(=O)=O,train,22
zinc-365e6825259c8292,COCC(O)C[NH+](C)CC1=CC(Br)=C(OC)S1,train,17
zinc-b03eba68e6071bd0,O=C(CCCCO)NCC1=CC=CC2=CC=CC=C21,train,19
zinc-574f2d637b149f58,CCC1CCC(O)(CNC(=O)C2CCCCCC2[NH3+])CC1,train,21
zinc-b37a8ef7e9b69dd2,COC1=CC(C2CC(=O)NC3=C2C(=O)CC(C2=CC=CC=C2Cl)C3)=C(OC)C=C1Br,train,30
zinc-2b60e097a99b516d,CCC(CO)NC1=CC(C)=C([N+](=O)[O-])C=N1,train,16
zinc-31b9cd6e5ed7f446,CC1=NN(C)C(C)=C1C(C)[NH2+]CC1(CC(C)C)CC1,train,19
zinc-7afbab7d663027b9,CCOC1=CC=C(NC(=O)C2CCCN(C(=O)C3=NNC(C4=CC=CC=N4)=C3)C2)C=C1,train,31
zinc-02c0cff567181442,CCC1=CC=C(CC(O)C2=CC(F)=CC(F)=C2)N=C1,train,19
zinc-24f83e9a14d24b35,COC1=CC=C(CNC2C(C3=CC=C(C(F)(F)F)C=C3)CC(O)C2O)C=C1,train,27
zinc-92814c3af30a9eba,CCCN(CC(=O)OC)C(=O)C1=CC(Cl)=CC(Cl)=C1,train,19
zinc-a215a9798eafba2b,COC1=CC=C(S(=O)(=O)NC2CCN(C(=O)C3=CC=CC(F)=C3)CC2)C=C1,train,27
zinc-21088cd20178ec46,CCCC1=NC(C)=C(C(=O)OCC2=NN=C(C3=CC=CC=C3)N2C)S1,train,25
zinc-622991b24c294b39,CC(C)NC(=O)CSC1=NN=C(N2CCN(C(=O)C3=CC=CC([N+](=O)[O-])=C3)CC2)S1,train,30
zinc-3f130eb89b3a1207,CC1CC[NH+](CC2=CC=C(C#N)C=C2F)CC1,train,17
zinc-de4f092a25f9990e,CC([NH2+]CC1=CC=C(F)C(F)=C1)C(C)C(=O)[O-],train,17
zinc-eb3b6b44423c9eb6,CC1CCCC(OCC2=CC=CC(NC(=O)C(C)[NH+](C)C)=C2)C1,train,23
zinc-c06b196249cb9695,O=C(NC1=CC=C2C(=C1)CCN2C(=O)C1=CC=CN=C1)C1=CC=CN1,train,25
zinc-735e348433726e8a,O=C([O-])C1=CC=C(N2CC3(CC3)C2)C=C1,train,15
zinc-48587ff065161e3f,CC1=CC=C(C[NH+]2CCC3(CCC(=O)N(CCC4=CNC=[NH+]4)C3)CC2)C(C)=C1,train,28
zinc-6fd7f1b0986286da,CC(SC1=NC=NC2=CC=CC=C21)C(=O)NCC1=CC=CC=C1,train,23
zinc-7a2e0610d5a95cd1,CC(NCC1=NN=C(C2=CC=CC=C2)S1)C1=CC=C(F)C=C1Cl,train,23
zinc-f5ea23b229c293f4,CC(=O)C(C)OC1=CC=C(Cl)C2=CC=CC=C12,train,17
zinc-aa4e1a506b773bac,CC1=NC=CC=C1C[NH+]1CCC(OCC2CCCO2)CC1,train,21
zinc-15a9d358eef37073,CC1=C(C(=O)NC2CCCC3=CC=C(F)C=C32)C2=C(N=CNC2=O)O1,train,25
zinc-bba3dc5c3242f5a7,COC(=O)CCN1N=C(C)C(C[NH+]2C(C)CCC2C)=C1C,train,21
zinc-fdda35986f8bd2b1,CC(C)C(=O)N1CCN(CC2=CC=CN=C2)C2CS(=O)(=O)CC21,train,23
zinc-cc1744598a6a044c,CC1=CC=C(S(=O)(=O)N2CCN(C3=NC=NC4=C3N=NN4C3=CC=CC(F)=C3)CC2)C(C)=C1,train,33
zinc-fbc6714d04a0a492,CC(C)C(NC(=O)C1=CC=CC=C1)C1=NN=C(SCC(=O)N2CCC3=CC=CC=C32)N1C,train,32
zinc-8e2a0ab59fbd7b5e,CN(CC1CCCN(S(C)(=O)=O)C1)C1=CC=[NH+]C=C1N,train,20
zinc-a20f131d9504227a,C1=CC=C(CC2=CC=CN=C2)N=C1,train,13
zinc-7c2c0e883173b289,O=C(NCC(O)CN1CCOCC1)C(=O)NC1=CC=CC(O)=C1,train,23
zinc-091f8cd8e96d71f3,CCN(C)C(=O)N1CCOC(C(N)=S)C1,train,15
zinc-18ef3a9b152f3e91,CC1=NC(C)=C(CCC(=O)N2CCCCC2C2=CC=CC(C)=C2C)C(=O)N1,train,27
zinc-c4c4bd075b6874ed,COC(=O)C1=C(NC=C(C#N)S(=O)(=O)C(C)(C)C)C=CS1,train,21
zinc-1a837234cdf5fd23,NC(=O)C1(NC(=O)CC2C=CCC2)CCCC1,train,17
zinc-c5db6ec34d6d348a,CN1C=NC(CNC(=O)NC2CCC3=CC(Cl)=CC=C32)=N1,train,21
zinc-8f7a78c81f04e0b1,CC1=CSC(=O)N1CCC(=O)NC(C)C1=CC=CC(N2CCCC2)=C1,train,25
zinc-acffeec43da043c0,CCC(NC(=O)NCC1=NC=NN1C)C1=CC(F)=CC=C1F,train,22
zinc-22f0c821e1717435,COC1=CC=C(SC(C)C(=O)NC2=CC=C3NC(=O)CCC3=C2)C=C1,train,25
zinc-75eb4287340a4448,CC1=NC=CC=C1NC(=O)C1(C(N)=NO)CCCC1,train,19
zinc-70b09690cafe57c5,CC(=O)NC1=NC(C2=CC=C(S(=O)(=O)N3CCN(C4=CC=CC=C4)CC3)C=C2)=CS1,train,30
zinc-c61feffed012fa3e,O=C(CN1N=CN2N=C(C3=CC=CC=C3)C=C2C1=O)NCC[NH+]1CCCCCC1,train,29
zinc-d8eb72bc5cbf2aa0,COC(=O)C1=CC(SC2=CC=CC=C2[N+](=O)[O-])=CC=C1NC(C)=O,train,24
zinc-7d1fd4263bcec457,N#CC1=CC=C(OCC(=O)NNC(=O)C2=CC=CS2)C=C1,train,21
zinc-11430473a41d0cfb,CCS(=O)(=O)NC1=CC=CC=C1CC=C1NC2=CC=CC=C2N1C,train,24
zinc-aa22143d0893ca36,CC(CCC1=CC=CC(F)=C1)C(=O)OC(C#N)C(C)C,train,20
zinc-4498b9ff8386ac36,O=C1OC(C2=CC=CC=C2F)=NC1=CC1=CC2=CC=CC=C2N=C1N1CCOCC1,train,30
zinc-70ea92122cbeac5e,O=C(CSC1=CC=C(Cl)C=C1)NNC(=O)NC1=CC=C(F)C=C1F,train,24
zinc-6c1f62acfb4e380c,CC(CC(N)=O)[NH2+]C(C1=CC=CC(C(F)(F)F)=C1)C1CC1,train,21
zinc-e15d3eb35925976a,CC(C)(C)CC(=O)NC1=NN=C(C2CC(=O)N(C3=CC=C(F)C=C3)C2)S1,train,26
zinc-281d7b115d19a5b3,CC1=C(COC(=O)C2=C(C)C3=CC=C(C(F)(F)F)N=C3S2)SC=N1,train,24
zinc-35378b61530d4a9d,CC1CCCN(C(=O)NC2=CC=C(F)C(Br)=C2)C1CO,train,20
zinc-b0a7cd1289fa4bc1,COCCCN(C(=O)C1=C(C)OC=C1)C1CCS(=O)(=O)C1,train,21
zinc-d4e5c73adfa54981,CC1=NOC(C2=CC=C(NN)N=C2)=N1,train,14
zinc-542904639a1e51bc,CC1=CC(C)=CC([N-]S(=O)(=O)C2=CC=C(C3=NN=C(C)O3)S2)=C1,train,23
zinc-e9042f5590c9d9c4,O=C(NC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)C1CCN(C(=O)NC2=CC=CS2)CC1,train,31
zinc-6d92266cb5a71b4c,OC1=CC(Cl)=C2C=NNC2=C1,train,11
zinc-e48ca3f4778a6e14,CCC1=CC=C(NC(=O)CC2=CC(=O)OC3=CC(OC)=CC=C23)C=C1,train,25
zinc-cc6d6a62aecff3e6,CCC1=NN=C(CN2CC[NH+](C3CCC(C(C)C)CC3)CC2)O1,train,23
zinc-3ddbaa25b0b14291,CC1=C(C(O)CNC(=O)C2=CC=CC(Br)=C2)SC=C1,train,19
zinc-55986d2563942234,CC1(NNC(=O)NC2CC3CCC2(C)C3(C)C)CCS(=O)(=O)C1,train,23
zinc-cfef89c85542f47b,CCC(CC)N(C)C(=O)COC1=CC=C2C=CC(=O)OC2=C1,train,22
zinc-bb232975a508d89b,CC1=C(C(=O)N2CCCC(C3CC(=O)C4=CC(F)=CC=C4O3)C2)SN=N1,train,26
zinc-3c840213b857999d,CCC1CN(C(=O)C(C)C)CCC1[NH2+]CC1=CC=CC2=C1C=CN2,train,24
zinc-0f5879b7490fa3ea,O=CC1=CC=C(OS(=O)(=O)CC2=CC=CC=C2F)C([N+](=O)[O-])=C1,train,23
zinc-7688cd6f6090d9bc,OCCC1=CN(CC2=CC=C(Br)C=C2)N=C1C(F)(F)F,train,20
zinc-3304f6dfed5c674d,CC1=NOC(C)=C1CC(C)NC(=O)CC1(O)CCCC1,train,20
zinc-8fc022f4c8df865e,CCCN1C(=O)C(C#N)=C(C)C(C(=O)C2=CC(Cl)=C(OC)C(Cl)=C2)=C1[O-],train,26
zinc-868b13dd024c771a,COC(=O)C1=C(C)C(C(=O)NCC(C2=CC=CC=C2)[NH+]2CCCC2)=NC1C,train,27
zinc-b9de72d7f5edbc5b,O=C([O-])C1=CC(OCC2=CC=CC=C2C(F)(F)F)=CS1,train,20
zinc-16fa300ed38c3da5,CC(=O)N1CCC2=CC=CC=C2C1CC(=O)NNC(=O)C1=CC=CN=C1,train,26
zinc-6b8937b1de263850,O=C(C1=CC=CC(S(=O)(=O)OC2=CC=C(Cl)C=C2)=C1)N1CCCC1,train,24
zinc-e460f42cfed292a3,CC1=NC(CCCNC2=CC=CC(OC3=CC=C(C#N)C=N3)=C2)=CS1,train,25
zinc-b69549fdbc80846f,COC(=O)C1(NC2CCCC2)CCCSC1C,train,17
zinc-b7a36fd13a78018c,CN(CC1=NC=CS1)C(=O)C1CCCN(C(=O)C2CC2)C1,train,21
zinc-4a4a9c61f0cc3294,CC(C)COC1=NC(NC2=CC=CC(C#N)=C2)=CC=C1N,train,21
zinc-1a003b514790830c,CC[NH2+]C(C1CCOC2(CCC2)C1)C(OC)OC,train,18
zinc-d07a7ab2e0443dde,CCOC(=O)C1CCCN(S(=O)(=O)C2=C(C)NN=C2C)C1,train,21
zinc-b94b67cd40ce6e2f,CC(C)CC(NC(=O)NC(C)C(C)(C)C)C(=O)N1CCC(CO)CC1,train,25
zinc-ef5cab4047c95e36,CC1=NNC2=CC(NC(=O)C3=CN=NS3)=CC=C21,train,18
zinc-a63d8bf7067b771f,CCOC(OCC)C([NH2+]C)C1=CC=C2OCCCOC2=C1,train,21
zinc-c36e1afce01d766a,CC1=CC(CSC2=NN=C(COC3=CC=C(Cl)C=C3)N2C2=CC=CC=C2)=NO1,train,28
zinc-1e376e07fd4e0b21,CC1CCCC(C[NH2+]C2CCCCC2CO)C1,train,17
zinc-0909dfd448bedefc,CN1N=CC=C1C1CC[NH+](C2CCOC2=O)CC1,train,18
zinc-85006e97fe9e8aed,CC1CCN(C(=O)C2=CC=CC=C2NC(=O)C(C)C2=CSC=C2)CC1,train,25
zinc-54200c583fa55fd8,CC(C)C1=NOC(CCC(=O)N2CCCCC2CCC2=CC=CC=C2)=N1,train,26
zinc-663b2cfa63bb26e4,COC1=CC(OC)=C(C(O)CC2=NC=CS2)C(OC)=C1,train,20
zinc-27646d726193a28d,CC1=CC=CC(C)=C1N1CCN(S(=O)(=O)C2=CC([N+](=O)[O-])=CC=C2Cl)CC1,train,27
zinc-461e139e5a3cbd11,CC(C)[NH+]1CCCC(CNC(=O)C2CCCCCC2)C1,train,20
zinc-861424f5ca91b335,CCS(=O)(=O)N1CCC(C(=O)NC(CO)C(=O)[O-])CC1,train,20
zinc-55a286554e5d8d76,N#CCCN(C(=O)COC(=O)C1CCCCC1)C1=CC=C2OCCOC2=C1,train,27
zinc-5b0251cb348a6243,CN1C=C([N+](=O)[O-])C=C1C(=O)N(C)CC(C)(C)C[NH3+],train,19
zinc-3276ad65c4081fa4,COC(=O)C(C1=CC=CC=C1Cl)N1CCCSCC1,train,19
zinc-5ccc03e6e0de4605,CC[NH+]1CCN(C2=CC=C(NC(=O)NC3CCCC4=CC=CC=C43)C=C2C)CC1,train,29
zinc-a3f74adcc34b88fb,COC1=CC=CC(C(=O)N2CCCCC2C2CCN(C(=O)C3=CSN=N3)CC2)=C1,train,29
zinc-82c7f89b7a934654,CCCC(C[NH3+])C(O)CCC1=CC=CO1,train,15
zinc-8ca06cea55f15b2d,CC1=CC=C(NCC2=CC=CC=C2Br)C(C)=N1,train,17
zinc-ee461fdc42f61506,CC(=O)NC1=CC(NC(=O)NC2CCC3=CC=CC=C32)=CC=C1Cl,train,24
zinc-b7e28cf477e7acf5,O=C(CCNC(=O)NC1=CC=CC=C1)NCC1([NH+]2CCCCC2)CCCCC1,train,28
zinc-ee662fa3ee7cdcf1,CC1=CC=CC=C1N1C(C)=NN=C1S(=O)(=O)C(C)C1=NC(C)=NO1,train,24
zinc-f2090cfcb17bdaf8,CC(C)(C)C1=NOC(CN2CCOC(CC(=O)[O-])C2)=N1,train,20
zinc-9b9d3adbea53d006,N#CC(=CC1=CC=C(C2=C(Cl)C=CC=C2Cl)O1)C1=NNC(N)=C1C#N,train,25
zinc-2c77624615748736,CC1=CC=CC=C1C(=O)NC1=CC=C(N2CC[NH+](CC3=CC=CC=C3)CC2)C=C1,train,29
zinc-3945ca8365046a69,CCOC1=CC(Cl)=C(C(O)C2(C)CCCO2)C=C1OCC,train,21
zinc-4556c5c2093c6e34,COC1=CC=C(C)C=C1NC(=O)C(=O)N1CCC(C)C(O)C1,train,22
zinc-01ce9f007bb4a261,CCC1(C2=CC=CC=C2)NC(=O)N(CC(O)C2=CC=CC=C2Cl)C1=O,train,25
zinc-0f84f052fd233896,O=C(NNS(=O)(=O)C1=CC=CC(Cl)=C1)C1=CN=CN1C1=CC=CC=C1,train,25
zinc-6eee0d9b052c9f03,CCC(CC)NC(=O)C(C)[NH2+]CC1(C)CCCO1,train,18
zinc-e7bae56ba46e499d,O=C(CC1=CC=CN1)N1CCCC1C1=CC=CC=C1,train,19
zinc-364c2bde49dfc2e2,CCCC1=NN(C2=CC=CC=C2)C(=O)C1=C(C)NCCC1=CC=C(F)C=C1,train,27
zinc-6dd92ad56c924ed9,COC1=CC=C(COC(=O)C2=CC(C)=NC3=C2C(C)=NN3C)C=C1OC,train,26
zinc-868914c29172e418,O=C(CCCN1C=CN=N1)N1CCN(CC2=NOC(C3=CC=CS3)=N2)CC1,train,27
zinc-e818e89fdbc26b2d,O=C(NCC1CCCO1)C1=CC=C(CN2C=CC=CC2=O)O1,train,22
zinc-913d081085c71d72,C#CCNC(=O)C1=CC=C(N2CC[NH+](CCC3=CC=CC=C3)CC2)N=C1,train,26
zinc-caaf4e16244eb60e,CSC1=NC=CC=C1C(=O)N(CC1CC1)C(C)C,train,18
zinc-db0e4b51c84cab54,CC1=CC=C(N2NC(C(=O)NCC3=CC=CC=C3C[NH+](C)C)=CC2=O)C=C1,train,27
zinc-f2b7689f1f930745,CC1=CC=C(CNC(=O)C[NH+]2CCC(C3=NN=C(C4=CC=CO4)S3)CC2)C=C1,train,28
zinc-65f5ad3963ca62e0,CC1OCCC1C(=O)C1=CC=CS1,train,13
zinc-92f656348dadb222,CC1=NC2=C(C(=O)NC3=CC=CC(F)=C3)N=C(C3=CC=CC=C3)C=C2N1C1CCS(=O)(=O)C1,train,33
zinc-7fea413d1a951c2d,CN(C(=O)NC1CCN(C2=CC=CC=C2Cl)C1=O)C1CCC1,train,22
zinc-320d80e8347caf67,O=C(OCC1=CN2C=C(Cl)C=C(Cl)C2=N1)C1=CC=C(Cl)C=N1,train,22
zinc-28a1b8017db93ceb,CC(C)C1=CC=C(C2CC2C(=O)NCC(C2CC2)[NH+](C)C)C=C1,train,23
zinc-fb990b9859fc9357,CN1C(=O)C(CC(=O)N2CCC(O)CC2)(CC2=CC=CC=C2)C2=CC=CC=C21,train,28
zinc-348c2c19f73c4b1d,CCC1=CC=CC(CC)=C1NC(=O)NCCNC(=O)C1=CC=C(Cl)C=C1,train,26
zinc-ad734124cbe491ed,CC(=O)N1CCN(CC2=CC(NCC(O)C3=CSC=C3)=CC=[NH+]2)CC1,train,25
